eGRID2012 State File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This state file has 51 records and 111 data elements.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eGRID2012 file state sequence number,State abbreviation,FIPS State code,State nameplate capacity (MW),State annual heat input (MMBtu),State ozone season heat input (MMBtu),State annual net generation (MWh),State ozone season net generation (MWh),State annual NOx emissions (tons),State ozone season NOx emissions (tons),State annual SO2 emissions (tons),State annual CO2 emissions (tons),State annual CH4 emissions (lbs),State annual N2O emissions (lbs),State annual CO2 equivalent emissions (tons),State annual Hg emissions (lbs),State annual NOx total output emission rate (lb/MWh),State ozone season NOx total output emission rate (lb/MWh),State annual SO2 total output emission rate (lb/MWh),State annual CO2 total output emission rate (lb/MWh),State annual CH4 total output emission rate (lb/GWh),State annual N2O total output emission rate (lb/GWh),State annual CO2 equivalent total output emission rate (lb/MWh),State annual Hg total output emission rate (lb/GWh),State annual NOx input emission rate (lb/MMBtu),State ozone season NOx input emission rate (lb/MMBtu),State annual SO2 input emission rate (lb/MMBtu),State annual CO2 input emission rate (lb/MMBtu),State annual Hg input emission rate (lb/BBtu),State annual NOx combustion output emission rate (lb/MWh),State ozone season NOx combustion output emission rate (lb/MWh),State annual SO2 combustion output emission rate (lb/MWh),State annual CO2 combustion output emission rate (lb/MWh),State annual CH4 combustion output emission rate (lb/GWh),State annual N2O combustion output emission rate (lb/GWh),State annual Hg combustion output emission rate (lb/GWh),State annual NOx coal output emission rate (lb/MWh),State annual NOx oil output emission rate (lb/MWh),State annual NOx gas output emission rate (lb/MWh),State annual NOx fossil fuel output emission rate (lb/MWh),State ozone season NOx coal output emission rate (lb/MWh),State ozone season NOx oil output emission rate (lb/MWh),State ozone season NOx gas output emission rate (lb/MWh),State ozone season NOx fossil fuel output emission rate (lb/MWh),State annual SO2 coal output emission rate (lb/MWh),State annual SO2 oil output emission rate (lb/MWh),State annual SO2 gas output emission rate (lb/MWh),State annual SO2 fossil fuel output emission rate (lb/MWh),State annual CO2 coal output emission rate (lb/MWh),State annual CO2 oil output emission rate (lb/MWh),State annual CO2 gas output emission rate (lb/MWh),State annual CO2 fossil fuel output emission rate (lb/MWh),State annual Hg coal output emission rate (lb/GWh),State annual Hg fossil fuel output emission rate (lb/GWh),State annual NOx coal input emission rate (lb/MMBtu),State annual NOx oil input emission rate (lb/MMBtu),State annual NOx gas input emission rate (lb/MMBtu),State annual NOx fossil fuel input emission rate (lb/MMBtu),State ozone season NOx coal input emission rate (lb/MMBtu),State ozone season NOx oil input emission rate (lb/MMBtu),State ozone season NOx gas input emission rate (lb/MMBtu),State ozone season NOx fossil fuel input emission rate (lb/MMBtu),State annual SO2 coal input emission rate (lb/MMBtu),State annual SO2 oil input emission rate (lb/MMBtu),State annual SO2 gas input emission rate (lb/MMBtu),State annual SO2 fossil fuel input emission rate (lb/MMBtu),State annual CO2 coal input emission rate (lb/MMBtu),State annual CO2 oil input emission rate (lb/MMBtu),State annual CO2 gas input emission rate (lb/MMBtu),State annual CO2 fossil fuel input emission rate (lb/MMBtu),State annual Hg coal input emission rate (lb/BBtu),State annual Hg fossil fuel input emission rate (lb/BBtu),State annual NOx non-baseload output emission rate (lb/MWh),State ozone season NOx non-baseload output emission rate (lb/MWh),State annual SO2 non-baseload output emission rate (lb/MWh) ,State annual CO2 non-baseload  output emission rate (lb/MWh) ,State annual CH4 non-baseload output emission rate (lb/GWh),State annual N2O non-baseload output emission rate (lb/GWh),State annual Hg non-baseload  output emission rate (lb/GWh) ,State annual coal net generation (MWh),State annual oil net generation (MWh),State annual gas net generation (MWh),State annual nuclear net generation (MWh),State annual hydro net generation (MWh),State annual biomass net generation (MWh),State annual wind net generation (MWh),State annual solar net generation (MWh),State annual geothermal net generation (MWh),State annual other fossil net generation (MWh),State annual other unknown/ purchased fuel net generation (MWh),State annual total nonrenewables net generation (MWh),State annual total renewables net generation (MWh),State annual total nonhydro renewables net generation (MWh),State annual total combustion net generation (MWh),State annual total noncombustion net generation (MWh),State coal generation percent (resource mix),State oil generation percent (resource mix),State gas generation percent (resource mix),State nuclear generation percent (resource mix),State hydro generation percent (resource mix),State biomass generation percent (resource mix),State wind generation percent (resource mix),State solar generation percent (resource mix),State geothermal generation percent (resource mix),State other fossil  generation percent (resource mix),State other unknown/ purchased fuel generation percent (resource mix),State total nonrenewables generation percent (resource mix),State total renewables generation percent (resource mix),State total nonhydro renewables generation percent (resource mix),State total combustion generation percent (resource mix),State total noncombustion generation percent (resource mix)
10,FL,12,"83,533.4","1,728,428,769.8","826,093,021.9","221,099,929.6","103,843,645.7","72,573.66","35,418.09","142,273.76","125,651,562.0","8,748,624.0","2,690,783.8","126,160,137.9",N/A,0.6565,0.6821,1.2870,"1,136.60",39.57,12.17,"1,141.20",N/A,0.0840,0.0857,0.1646,145.39,N/A,0.7154,0.7434,1.4025,"1,238.64",43.12,13.26,N/A,1.5649,15.0849,0.3580,0.6361,1.6070,20.3413,0.3796,0.6681,3.0785,0.8357,0.1944,0.8567,"2,194.45","3,655.66",905.55,"1,229.16",N/A,N/A,0.1465,0.6698,0.0461,0.0754,0.1516,0.6597,0.0481,0.0784,0.2882,0.0371,0.0250,0.1015,205.41,162.33,122.51,145.63,N/A,N/A,0.9649,1.2301,1.6527,"1,368.86",38.22,14.72,N/A,"44,286,391.4","1,375,873.0","149,699,641.3","17,869,935.0","150,511.0","4,379,283.6",0.0,"193,616.0",0.0,"1,387,796.7","1,756,881.5","216,376,519.0","4,723,410.5","4,572,899.5","202,885,867.6","18,214,062.0",20.0300,0.6223,67.7068,8.0823,0.0681,1.9807,0.0000,0.0876,0.0000,0.6277,0.7946,97.8637,2.1363,2.0683,91.7621,8.2379
11,GA,13,"48,472.3","788,221,699.5","405,866,328.7","122,014,744.3","58,696,076.1","38,558.19","16,537.20","115,772.35","65,893,467.8","2,403,508.2","1,804,357.7","66,198,380.1",N/A,0.6320,0.5635,1.8977,"1,080.09",19.70,14.79,"1,085.09",N/A,0.0978,0.0815,0.2938,167.20,N/A,0.8897,0.7933,2.6715,"1,520.50",27.73,20.82,N/A,1.6189,3.9903,0.1064,0.8803,1.3063,3.9169,0.1229,0.7392,4.9562,29.4244,0.0262,2.6500,"2,298.13","1,114.76",884.05,"1,587.06",N/A,N/A,0.1462,0.7038,0.0143,0.0954,0.1195,0.6979,0.0158,0.0789,0.4475,5.1897,0.0035,0.2873,207.48,196.61,119.10,172.04,N/A,N/A,1.1301,1.2097,3.3859,"1,697.54",27.23,24.44,N/A,"40,715,049.1","380,432.0","42,278,366.1","33,941,634.0","1,398,416.0","3,247,636.6",0.0,"1,547.0",0.0,"51,663.5",0.0,"117,367,144.7","4,647,599.6","3,249,183.6","86,673,147.3","35,341,597.0",33.3690,0.3118,34.6502,27.8176,1.1461,2.6617,0.0000,0.0013,0.0000,0.0423,0.0000,96.1910,3.8090,2.6629,71.0350,28.9650
12,HI,15,"3,081.6","91,564,337.9","38,027,952.1","10,469,268.7","4,408,851.5","15,333.42","6,256.60","25,283.44","7,699,913.5","880,985.7","199,607.3","7,740,103.0",N/A,2.9292,2.8382,4.8300,"1,470.96",84.15,19.07,"1,478.63",N/A,0.3349,0.3291,0.5523,168.19,N/A,3.1580,3.0599,5.2073,"1,585.84",90.72,20.56,N/A,0.9758,3.6081,N/A,3.1582,0.9499,3.5397,N/A,3.0832,10.5067,4.4450,N/A,5.3254,"2,046.37","1,515.20",N/A,"1,599.49",N/A,N/A,0.0980,0.3929,N/A,0.3397,0.0973,0.3884,N/A,0.3347,1.0551,0.4840,N/A,0.5727,205.51,164.98,N/A,172.02,N/A,N/A,2.5679,2.5622,3.9984,"1,385.57",113.01,18.89,N/A,"1,537,340.3","7,529,796.7",0.0,0.0,"114,581.0","286,075.3","378,234.0","4,608.0","260,997.0","357,636.4",0.0,"9,424,773.4","1,044,495.3","929,914.3","9,710,848.7","758,420.0",14.6843,71.9229,0.0000,0.0000,1.0945,2.7325,3.6128,0.0440,2.4930,3.4161,0.0000,90.0232,9.9768,8.8823,92.7557,7.2443
13,IA,19,"18,509.8","390,008,957.0","177,441,191.3","56,602,145.7","24,327,275.9","36,946.08","16,579.87","96,060.26","39,703,157.9","914,611.3","1,301,654.2","39,914,140.8",N/A,1.3055,1.3631,3.3942,"1,402.89",16.16,23.00,"1,410.34",N/A,0.1895,0.1869,0.4926,203.60,N/A,1.9689,2.0558,5.1192,"2,115.82",24.37,34.68,N/A,2.0090,15.1017,0.9368,1.9745,2.0014,14.5065,0.9115,1.9318,5.3792,1.1924,0.0925,5.1337,"2,168.37","2,659.11","1,135.38","2,133.41",N/A,N/A,0.1927,0.9234,0.0980,0.1900,0.1930,0.9011,0.0961,0.1874,0.5159,0.0729,0.0097,0.4939,207.95,162.60,118.77,205.25,N/A,N/A,2.1997,2.2107,6.1135,"2,004.22",23.91,31.62,N/A,"35,331,351.5","106,557.1","1,940,885.6","4,346,995.0","766,191.0","138,152.1","13,959,232.0",0.0,0.0,"12,781.5",0.0,"41,738,570.6","14,863,575.1","14,097,384.1","37,529,727.7","19,072,418.0",62.4205,0.1883,3.4290,7.6799,1.3536,0.2441,24.6620,0.0000,0.0000,0.0226,0.0000,73.7403,26.2597,24.9061,66.3044,33.6956
14,ID,16,"5,388.7","18,695,338.5","8,572,418.4","15,499,089.3","7,419,313.7",649.87,229.16,776.63,"885,058.9","143,366.7","26,625.3","890,691.2",N/A,0.0839,0.0618,0.1002,114.21,9.25,1.72,114.93,N/A,0.0695,0.0535,0.0831,94.68,N/A,0.5012,0.3692,0.5989,682.53,55.28,10.27,N/A,6.0596,32.3356,0.2840,0.4075,6.0598,33.2707,0.2383,0.2870,4.6053,2.2412,0.1307,0.2262,"1,138.51","2,162.49",892.83,898.08,N/A,N/A,1.0945,2.4380,0.0383,0.0552,1.0945,2.4380,0.0306,0.0370,0.8318,0.1690,0.0176,0.0306,205.65,163.04,120.31,121.67,N/A,N/A,0.3930,0.3499,0.5441,750.37,45.67,8.78,N/A,"76,737.2",19.0,"1,898,167.3",0.0,"10,940,404.7","549,267.2","1,890,559.0",0.0,"74,676.0",0.0,"69,259.0","2,044,182.4","13,454,906.9","2,514,502.2","2,593,449.6","12,905,639.8",0.4951,0.0001,12.2470,0.0000,70.5874,3.5439,12.1979,0.0000,0.4818,0.0000,0.4469,13.1890,86.8110,16.2235,16.7329,83.2671
15,IL,17,"59,211.6","989,140,070.9","451,375,789.8","197,522,001.0","84,866,181.0","58,676.99","23,716.72","167,044.47","98,493,066.0","2,284,823.0","3,096,563.1","98,997,023.9",N/A,0.5941,0.5589,1.6914,997.29,11.57,15.68,"1,002.39",N/A,0.1186,0.1051,0.3378,199.15,N/A,1.2579,1.1833,3.5810,"2,111.42",24.49,33.19,N/A,1.2915,26.4013,0.4551,1.2661,1.1699,29.4193,0.4722,1.1313,4.1209,2.7331,0.0227,3.6047,"2,283.70","2,179.79","1,028.45","2,125.43",N/A,N/A,0.1189,1.9566,0.0526,0.1196,0.1064,1.8054,0.0519,0.1059,0.3793,0.2026,0.0026,0.3405,210.18,161.54,118.92,200.74,N/A,N/A,1.1435,1.0297,3.4932,"2,017.78",24.29,30.34,N/A,"80,826,777.6","200,451.7","11,188,974.9","96,401,309.0","111,208.0","615,193.2","7,683,448.0","30,657.0",0.0,"204,498.5","259,483.0","189,081,494.7","8,440,506.2","8,329,298.2","93,295,379.0","104,226,622.0",40.9204,0.1015,5.6647,48.8054,0.0563,0.3115,3.8899,0.0155,0.0000,0.1035,0.1314,95.7268,4.2732,4.2169,47.2329,52.7671
16,IN,18,"37,915.2","1,114,010,384.6","497,073,588.2","114,878,967.3","50,031,384.4","106,788.30","45,383.55","280,009.33","109,335,741.6","2,645,075.2","3,476,021.9","109,902,298.3",N/A,1.8591,1.8142,4.8749,"1,903.49",23.02,30.26,"1,913.36",N/A,0.1917,0.1826,0.5027,196.29,N/A,1.9345,1.8877,5.0724,"1,980.65",23.96,31.48,N/A,2.2385,0.3899,0.1553,1.9231,2.1590,0.4113,0.1885,1.8528,5.9718,0.5080,0.0228,5.0410,"2,170.61","1,471.97",915.98,"1,975.34",N/A,N/A,0.2128,0.0583,0.0202,0.1918,0.2028,0.0612,0.0238,0.1826,0.5677,0.0760,0.0030,0.5027,206.36,220.13,118.86,196.97,N/A,N/A,1.9316,1.9734,6.1896,"1,988.87",24.00,31.13,N/A,"92,644,360.4","1,279,938.4","14,470,905.1",0.0,"433,505.0","336,797.7","3,210,104.0",2.0,0.0,"2,177,124.9","326,229.8","110,898,558.6","3,980,408.7","3,546,903.7","110,404,012.4","3,643,611.0",80.6452,1.1142,12.5967,0.0000,0.3774,0.2932,2.7943,0.0000,0.0000,1.8951,0.2840,96.5351,3.4649,3.0875,96.1046,3.1717
17,KS,20,"15,927.4","352,888,848.6","173,624,869.5","44,286,624.6","21,341,707.3","34,307.96","16,700.91","32,927.81","35,312,851.8","820,114.2","1,113,954.1","35,494,125.9",N/A,1.5494,1.5651,1.4870,"1,594.74",18.52,25.15,"1,602.93",N/A,0.1944,0.1924,0.1866,200.14,N/A,2.2181,2.2407,2.1289,"2,283.10",26.51,36.01,N/A,2.1833,36.8189,2.5394,2.2223,2.1618,32.5766,2.4585,2.2066,2.2808,1.8545,0.6824,2.1329,"2,363.08","2,635.73","1,544.00","2,287.35",N/A,N/A,0.1936,2.0421,0.2006,0.1948,0.1915,1.8630,0.1969,0.1927,0.2022,0.1029,0.0539,0.1870,209.51,146.19,121.95,200.50,N/A,N/A,2.1075,2.5185,1.6309,"2,216.04",27.28,32.37,N/A,"27,982,531.3","34,371.4","2,859,811.9","8,284,924.0","10,399.0","57,347.0","5,057,240.0",0.0,0.0,0.0,0.0,"39,161,638.6","5,124,986.0","5,114,587.0","30,934,061.6","13,352,563.0",63.1851,0.0776,6.4575,18.7075,0.0235,0.1295,11.4193,0.0000,0.0000,0.0000,0.0000,88.4277,11.5723,11.5488,69.8497,30.1503
18,KY,21,"28,259.8","923,144,671.8","415,170,545.6","89,957,452.2","39,692,080.1","80,461.03","36,021.19","186,531.72","93,278,019.4","2,171,107.4","3,115,383.1","93,783,700.4",N/A,1.7889,1.8150,4.1471,"2,073.83",24.13,34.63,"2,085.07",N/A,0.1743,0.1735,0.4041,202.09,N/A,1.8371,1.8640,4.2589,"2,129.74",24.79,35.57,N/A,1.8670,31.5674,0.5003,1.8421,1.8812,31.5723,0.5329,1.8492,4.3496,2.3965,0.0098,4.2687,"2,154.17","2,111.12","1,285.51","2,137.98",N/A,N/A,0.1771,2.4380,0.0462,0.1746,0.1770,2.4380,0.0486,0.1738,0.4125,0.1851,0.0009,0.4046,204.29,163.04,118.69,202.65,N/A,N/A,1.8276,1.9763,4.3556,"1,962.27",23.66,31.92,N/A,"82,760,807.7","1,536,523.6","2,957,384.2",0.0,"2,361,782.0","332,879.5",0.0,0.0,0.0,"8,075.3",0.0,"87,262,790.8","2,694,661.5","332,879.5","87,595,670.2","2,361,782.0",91.9999,1.7081,3.2875,0.0000,2.6254,0.3700,0.0000,0.0000,0.0000,0.0090,0.0000,97.0045,2.9955,0.3700,97.3746,2.6254
19,LA,22,"30,604.9","816,050,783.8","390,180,135.1","103,347,602.4","49,384,922.2","57,596.35","27,903.34","94,601.58","59,664,031.3","2,404,235.3","1,163,119.6","59,869,559.3",N/A,1.1146,1.1300,1.8307,"1,154.63",23.26,11.25,"1,158.61",N/A,0.1412,0.1430,0.2319,146.23,N/A,1.4253,1.4450,2.3410,"1,476.42",29.75,14.39,N/A,1.8487,1.6140,1.1065,1.3348,1.8911,0.7650,1.1328,1.3301,6.4124,8.1298,0.0326,2.0754,"2,239.28","2,274.24","1,030.76","1,411.50",N/A,N/A,0.1677,0.1598,0.1258,0.1409,0.1710,0.1581,0.1282,0.1429,0.5817,0.8048,0.0037,0.2190,203.14,225.13,117.21,148.96,N/A,N/A,1.4355,1.7101,1.3298,"1,398.70",29.36,10.38,N/A,"21,421,868.9","3,029,847.6","58,518,650.1","15,659,132.0","679,944.0","2,430,042.2",0.0,0.0,0.0,"1,329,792.0","278,325.6","100,237,616.2","3,109,986.2","2,430,042.2","80,822,353.8","16,339,076.0",20.7280,2.9317,56.6231,15.1519,0.6579,2.3513,0.0000,0.0000,0.0000,1.2867,0.2693,96.9908,3.0092,2.3513,78.2044,15.8098
20,MA,25,"16,284.9","248,702,937.9","124,835,355.0","36,198,121.5","17,652,965.9","11,083.45","3,206.11","27,474.68","16,287,831.5","2,872,403.6","450,408.3","16,387,805.1",N/A,0.6124,0.3632,1.5180,899.93,79.35,12.44,905.45,N/A,0.0891,0.0514,0.2209,130.98,N/A,0.7485,0.4440,1.8555,"1,100.00",96.99,15.21,N/A,1.3682,4.9739,0.1330,0.2515,1.2102,4.5337,0.1424,0.2302,9.2153,4.4827,0.0119,0.8337,"2,079.14","2,311.09",899.05,"1,006.04",N/A,N/A,0.1301,0.3488,0.0176,0.0321,0.1149,0.3333,0.0189,0.0296,0.8763,0.3144,0.0016,0.1064,197.70,162.07,118.93,128.42,N/A,N/A,0.6819,0.6584,2.4938,"1,189.98",55.46,13.28,N/A,"2,136,922.1","174,493.6","24,672,380.7","5,859,540.0","604,937.1","1,754,561.5","89,673.4","29,614.2",0.0,"875,998.9",0.0,"33,719,335.3","2,478,786.2","1,873,849.1","29,614,356.9","6,583,764.7",5.9034,0.4821,68.1593,16.1874,1.6712,4.8471,0.2477,0.0818,0.0000,2.4200,0.0000,93.1522,6.8478,5.1766,81.8119,18.1881
21,MD,24,"14,595.8","242,687,988.8","128,344,753.1","37,808,347.2","18,175,573.0","17,762.97","8,431.79","33,960.21","22,269,423.2","1,276,615.9","719,514.9","22,394,352.5",N/A,0.9396,0.9278,1.7964,"1,178.02",33.77,19.03,"1,184.62",N/A,0.1464,0.1314,0.2799,183.52,N/A,1.5981,1.5780,3.0554,"2,003.57",57.43,32.37,N/A,1.4644,17.8254,1.6301,1.5395,1.3902,13.8151,1.4134,1.4187,2.7252,77.1465,1.4946,2.4689,"2,105.07","7,764.26","1,623.93","1,978.12",N/A,N/A,0.1414,0.4099,0.1420,0.1436,0.1289,0.4008,0.1229,0.1285,0.2632,1.7738,0.1302,0.2303,203.32,178.53,141.43,184.52,N/A,N/A,1.7825,2.0012,3.0578,"1,990.49",47.48,29.74,N/A,"16,184,773.0","137,304.9","4,944,894.7","13,579,266.0","1,656,539.0","564,278.1","321,687.0","21,077.0",0.0,"398,527.5",0.0,"35,244,766.1","2,563,581.1","907,042.1","22,229,778.2","15,578,569.0",42.8074,0.3632,13.0788,35.9161,4.3814,1.4925,0.8508,0.0557,0.0000,1.0541,0.0000,93.2195,6.7805,2.3991,58.7960,41.2040
22,ME,23,"5,527.8","90,118,939.9","38,873,121.1","14,420,135.4","6,029,171.3","4,536.44","1,581.94","9,937.79","4,056,809.3","1,951,507.9","277,885.7","4,120,372.4",N/A,0.6292,0.5248,1.3783,562.66,135.33,19.27,571.47,N/A,0.1007,0.0814,0.2205,90.03,N/A,0.9249,0.7714,2.0262,827.15,198.95,28.33,N/A,N/A,2.8428,0.3913,0.4135,N/A,2.8467,0.3493,0.3711,N/A,11.0528,0.0259,0.1256,N/A,"2,642.56","1,037.94","1,052.45",N/A,N/A,N/A,0.1889,0.0429,0.0450,N/A,0.1821,0.0392,0.0414,N/A,0.7343,0.0028,0.0137,N/A,175.56,113.70,114.62,N/A,N/A,0.5631,0.4106,1.1113,771.62,105.80,15.02,N/A,"45,257.7","83,765.3","6,043,695.3",0.0,"3,732,604.3","3,218,272.3","878,457.0",0.0,0.0,"328,033.4","90,050.0","6,590,801.8","7,829,333.7","4,096,729.3","9,809,074.1","4,611,061.3",0.3139,0.5809,41.9115,0.0000,25.8847,22.3179,6.0919,0.0000,0.0000,2.2748,0.6245,45.7055,54.2945,28.4098,68.0235,31.9765
23,MI,26,"34,036.7","783,043,434.4","370,652,086.4","108,166,077.4","48,953,482.0","71,122.96","31,489.24","204,752.48","71,154,710.4","3,027,319.3","2,247,953.6","71,534,912.4",N/A,1.3151,1.2865,3.7859,"1,315.66",27.99,20.78,"1,322.69",N/A,0.1817,0.1699,0.5230,181.74,N/A,1.8104,1.7710,5.2118,"1,811.17",38.53,28.61,N/A,2.3235,7.0883,0.4855,1.8090,2.2496,6.4352,0.4810,1.7088,7.3186,30.3167,0.1310,5.3184,"2,258.04","1,537.31",931.90,"1,875.64",N/A,N/A,0.2146,0.9766,0.0621,0.1817,0.2055,0.9712,0.0605,0.1709,0.6758,4.1770,0.0167,0.5342,208.52,211.64,119.12,188.39,N/A,N/A,1.9277,1.9823,5.6659,"1,870.31",34.98,29.26,N/A,"53,136,431.6","325,142.8","21,748,357.9","28,019,714.0","441,574.0","2,660,164.6","1,131,688.0",0.0,0.0,"703,004.6",0.0,"103,932,650.9","4,233,426.6","3,791,852.6","78,573,101.4","29,592,976.0",49.1249,0.3006,20.1064,25.9043,0.4082,2.4593,1.0463,0.0000,0.0000,0.6499,0.0000,96.0862,3.9138,3.5056,72.6412,27.3588
24,MN,27,"18,009.4","334,432,924.0","147,669,235.5","52,193,624.2","22,379,983.3","30,490.58","12,141.84","29,425.86","30,282,137.1","2,382,107.5","1,112,529.7","30,479,565.6",N/A,1.1684,1.0851,1.1276,"1,160.38",45.64,21.32,"1,167.94",N/A,0.1823,0.1644,0.1760,181.10,N/A,1.9013,1.7657,1.8349,"1,888.30",74.27,34.69,N/A,2.1982,17.8106,0.2502,1.7672,2.2846,20.4988,0.2776,1.7143,2.3669,1.7659,0.0089,1.8385,"2,274.99","1,638.56",951.29,"1,984.16",N/A,N/A,0.2009,1.7357,0.0313,0.1719,0.2074,1.7434,0.0335,0.1676,0.2163,0.1721,0.0011,0.1788,208.03,159.68,118.83,192.96,N/A,N/A,1.9248,1.5910,1.7537,"1,622.34",75.97,26.56,N/A,"22,722,774.4","29,593.5","7,088,204.8","11,943,790.0","561,021.5","1,847,874.6","7,615,408.0",0.0,0.0,"261,876.8","123,080.6","42,169,320.1","10,024,304.1","9,463,282.6","32,073,404.7","20,120,219.5",43.5355,0.0567,13.5806,22.8836,1.0749,3.5404,14.5907,0.0000,0.0000,0.5017,0.2358,80.7940,19.2060,18.1311,61.4508,38.5492
25,MO,29,"24,141.3","781,693,746.5","369,083,252.4","91,804,321.4","42,103,670.9","72,777.44","35,742.01","148,577.63","79,170,368.7","1,817,465.0","2,562,970.0","79,586,487.8",N/A,1.5855,1.6978,3.2368,"1,724.76",19.80,27.92,"1,733.83",N/A,0.1862,0.1937,0.3801,202.56,N/A,1.8403,1.9707,3.7570,"2,001.94",22.98,32.40,N/A,1.9509,62.3145,0.3456,1.8414,2.0951,40.1130,0.3730,1.9283,4.0418,15.1169,0.0087,3.7593,"2,081.69","7,176.36",959.11,"2,013.15",N/A,N/A,0.1948,1.4150,0.0428,0.1863,0.2070,1.3843,0.0446,0.1938,0.4035,0.3433,0.0011,0.3804,207.81,162.96,118.78,203.71,N/A,N/A,2.1376,2.4708,4.4586,"1,963.45",23.41,30.09,N/A,"72,775,009.3","67,182.8","6,177,744.5","10,718,329.0","747,713.0","53,800.9","1,244,778.0",0.0,0.0,"19,764.0",0.0,"89,758,029.5","2,046,291.9","1,298,578.9","79,093,501.4","12,710,820.0",79.2719,0.0732,6.7293,11.6752,0.8145,0.0586,1.3559,0.0000,0.0000,0.0215,0.0000,97.7710,2.2290,1.4145,86.1544,13.8456
26,MS,28,"19,469.2","392,585,300.0","196,808,898.7","54,584,295.2","26,312,178.8","20,935.08","11,216.50","39,046.53","26,741,087.0","1,190,006.1","445,222.4","26,822,591.5",N/A,0.7671,0.8526,1.4307,979.81,21.80,8.16,982.80,N/A,0.1067,0.1140,0.1989,136.23,N/A,0.8854,0.9841,1.6514,"1,130.98",25.16,9.42,N/A,2.8653,3.8922,0.5883,0.8775,3.0186,3.9515,0.6408,0.9633,10.3900,2.1253,0.3572,1.6314,"2,491.78","2,047.12",977.37,"1,169.71",N/A,N/A,0.2385,0.3100,0.0751,0.1049,0.2486,0.3100,0.0802,0.1126,0.8648,0.1693,0.0456,0.1949,207.40,163.04,124.68,139.76,N/A,N/A,1.4354,1.7770,2.7879,"1,284.98",24.88,11.55,N/A,"7,211,973.0","17,082.4","38,549,893.0","7,296,134.0",0.0,"1,509,189.9",0.0,0.0,0.0,22.8,0.0,"53,075,105.2","1,509,189.9","1,509,189.9","47,288,161.2","7,296,134.0",13.2125,0.0313,70.6245,13.3667,0.0000,2.7649,0.0000,0.0000,0.0000,0.0000,0.0000,97.2351,2.7649,2.7649,86.6333,13.3667
27,MT,30,"6,693.6","172,291,037.3","58,219,695.0","27,795,017.1","11,079,987.3","18,086.67","6,045.49","25,992.63","17,863,470.4","400,813.4","583,315.9","17,958,092.9",N/A,1.3014,1.0912,1.8703,"1,285.37",14.42,20.99,"1,292.18",N/A,0.2100,0.2077,0.3017,207.36,N/A,2.3705,1.9877,3.4067,"2,341.28",26.27,38.23,N/A,2.5182,1.0100,0.9877,2.4248,2.5489,1.5456,0.9833,2.4386,2.0935,49.8467,0.0089,3.4846,"2,445.27","1,850.30","1,402.73","2,394.83",N/A,N/A,0.2162,0.1228,0.0836,0.2100,0.2150,0.1818,0.0834,0.2077,0.1797,6.0621,0.0008,0.3017,209.93,225.02,118.76,207.36,N/A,N/A,2.8644,2.2281,2.9652,"2,401.42",27.72,37.96,N/A,"13,987,391.6","466,986.3","463,998.3",0.0,"11,283,465.0",0.0,"1,251,985.9",0.0,0.0,0.0,"341,190.0","15,259,566.2","12,535,450.9","1,251,985.9","15,259,566.2","12,535,450.9",50.3234,1.6801,1.6694,0.0000,40.5953,0.0000,4.5044,0.0000,0.0000,0.0000,1.2275,54.9004,45.0996,4.5044,54.9004,45.0996
28,NC,37,"39,312.0","693,049,929.3","338,520,955.0","116,971,226.6","53,386,069.4","48,807.76","23,611.01","60,973.29","61,760,659.6","2,669,867.9","1,970,798.0","62,094,166.9",N/A,0.8345,0.8845,1.0425,"1,056.00",22.82,16.85,"1,061.70",N/A,0.1408,0.1395,0.1760,178.23,N/A,1.3294,1.4091,1.6607,"1,682.19",36.36,26.84,N/A,1.6960,-299.1036,0.3939,1.3256,1.6920,-234.0642,0.5336,1.3486,1.9739,-68.8153,0.7374,1.6211,"2,020.07","-29,548.53","1,057.57","1,745.34",N/A,N/A,0.1713,1.6430,0.0463,0.1395,0.1703,1.6097,0.0574,0.1384,0.1994,0.3780,0.0866,0.1706,204.04,162.31,124.24,183.63,N/A,N/A,1.8482,2.0953,2.9540,"1,876.77",45.95,31.26,N/A,"50,932,179.9","178,260.8","19,302,008.1","39,385,592.0","4,045,467.0","2,564,428.6",0.0,"111,425.0",0.0,"140,831.3","311,034.0","110,249,906.0","6,721,320.6","2,675,853.6","73,428,742.6","43,542,484.0",43.5425,0.1524,16.5015,33.6712,3.4585,2.1924,0.0000,0.0953,0.0000,0.1204,0.2659,94.2539,5.7461,2.2876,62.7750,37.2250
