eGRID2006 Version 2.1 State File (Year 2004 Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This state-level file has 51 records and 92 data elements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eGRID2006 2004 file State sequence number,State abbreviation,FIPS State code,State nameplate capacity (MW),State annual heat input (MMBtu),State ozone season heat input (MMBtu),State annual net generation (MWh),State ozone season net generation (MWh),State annual NOx emissions (tons),State ozone season NOx emissions (tons),State annual SO2 emissions (tons),State annual CO2 emissions (tons),State annual mercury emissions (lbs),State annual NOx output emission rate (lb/MWh),State ozone season NOx output emission rate (lb/MWh),State annual SO2 output emission rate (lb/MWh),State annual CO2 output emission rate (lb/MWh),State annual mercury output emission rate (lb/GWh),State annual NOx input emission rate (lb/MMBtu),State ozone season NOx input emission rate (lb/MMBtu),State annual SO2 input emission rate (lb/MMBtu),State annual CO2 input emission rate (lb/MMBtu),State annual mercury input emission rate (lb/BBtu),State coal annual NOx output emission rate (lb/MWh),State oil annual NOx output emission rate (lb/MWh),State gas annual NOx output emission rate (lb/MWh),State fossil fuel annual NOx output emission rate (lb/MWh),State coal ozone season NOx output emission rate (lb/MWh),State oil ozone season NOx output emission rate (lb/MWh),State gas ozone season NOx output emission rate (lb/MWh),State fossil fuel ozone season NOx output emission rate (lb/MWh),State coal annual SO2 output emission rate (lb/MWh),State oil annual SO2 output emission rate (lb/MWh),State gas annual SO2 output emission rate (lb/MWh),State fossil fuel annual SO2 output emission rate (lb/MWh),State coal annual CO2 output emission rate (lb/MWh),State oil annual CO2 output emission rate (lb/MWh),State gas annual CO2 output emission rate (lb/MWh),State fossil fuel annual CO2 output emission rate (lb/MWh),State coal annual mercury output emission rate (lb/GWh),State fossil fuel annual mercury output emission rate (lb/GWh),State coal annual NOx input emission rate (lb/MMBtu),State oil annual NOx input emission rate (lb/MMBtu),State gas annual NOx input emission rate (lb/MMBtu),State fossil fuel annual NOx input emission rate (lb/MMBtu),State coal ozone season NOx input emission rate (lb/MMBtu),State oil ozone season NOx input emission rate (lb/MMBtu),State gas ozone season NOx input emission rate (lb/MMBtu),State fossil fuel ozone season NOx input emission rate (lb/MMBtu),State coal annual SO2 input emission rate (lb/MMBtu),State oil annual SO2 input emission rate (lb/MMBtu),State gas annual SO2 input emission rate (lb/MMBtu),State fossil fuel annual SO2 input emission rate (lb/MMBtu),State coal annual CO2 input emission rate (lb/MMBtu),State oil annual CO2 input emission rate (lb/MMBtu),State gas annual CO2 input emission rate (lb/MMBtu),State fossil fuel annual CO2 input emission rate (lb/MMBtu),State coal annual mercury input emission rate (lb/BBtu),State fossil fuel annual mercury input emission rate (lb/BBtu),State annual non-baseload NOx output emission rate (lb/MWh),State ozone season non-baseload NOx output emission rate (lb/MWh),State annual non-baseload SO2 output emission rate (lb/MWh) ,State annual non-baseload CO2 output emission rate (lb/MWh) ,State annual non-baseload Hg output emission rate (lb/MWh) ,State annual coal net generation (MWh),State annual oil net generation (MWh),State annual gas net generation (MWh),State annual nuclear net generation (MWh),State annual hydro net generation (MWh),State annual biomass/ wood net generation (MWh),State annual wind net generation (MWh),State annual solar net generation (MWh),State annual geothermal net generation (MWh),"State annual other fossil (tires, batteries, chemicals, etc.) net generation (MWh)",State annual other unknown/purchased fuel net generation (MWh),State annual total nonrenewables net generation (MWh),State annual total renewables net generation (MWh),State annual total nonhydro renewables net generation (MWh),State coal generation percent (resource mix),State oil generation percent (resource mix),State gas generation percent (resource mix),State nuclear generation percent (resource mix),State hydro generation percent (resource mix),State biomass/ wood generation percent (resource mix),State wind generation percent (resource mix),State solar generation percent (resource mix),State geothermal generation percent (resource mix),"State other fossil (tires, batteries, chemicals, etc.) generation percent (resource mix)",State other unknown/purchased fuel generation percent (resource mix),State total nonrenewables generation percent (resource mix),State total renewables generation percent (resource mix),State total nonhydro renewables generation percent (resource mix),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,MA,25,16316.80,402316614.6,169730339.6,46891121.2,19211043.9,30861.27,10997.28,82207.31,28747713.89,659.00,1.316,1.145,3.506,1226.147,0.0141,0.153,0.130,0.409,142.911,0.0016,2.670,1.787,0.404,1.271,2.488,1.087,0.368,1.037,8.375,9.790,0.536,4.244,1964.025,1717.338,1124.641,1458.649,0.0259,0.0074,0.276,0.178,0.044,0.134,0.254,0.108,0.038,0.106,0.865,0.977,0.058,0.446,202.837,171.397,121.216,153.361,0.0027,0.0008,1.2070,1.0490,3.5780,1426.0620,0.0080,10526488.0,7481565.1,20475811.0,5938600.0,444122.6,1490137.3,0.0,0.0,0.0,534397.1,0.0,44956861.3,1934259.9,1490137.3,22.449,15.955,43.667,12.665,0.947,3.178,0.000,0.000,0.000,1.140,0.000,95.875,4.125,3.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,MD,24,13380.30,355444515.2,159034328.1,52052768.1,22417350.3,64416.77,20455.41,287192.60,33653280.37,2111.54,2.475,1.825,11.035,1293.045,0.0406,0.362,0.257,1.616,189.359,0.0059,3.757,1.592,1.282,3.670,2.673,2.086,0.991,2.614,17.583,2.066,0.393,16.966,2000.729,556.237,1312.643,1961.583,0.0563,0.0542,0.375,0.183,0.125,0.366,0.261,0.235,0.093,0.255,1.753,0.238,0.038,1.694,199.421,63.989,128.055,195.892,0.0056,0.0054,3.9590,3.2570,18.2540,1970.5620,0.0620,29215529.0,3295912.4,1183004.7,14580260.0,2507521.0,665201.4,0.0,0.0,0.0,604562.8,776.9,48880045.7,3172722.4,665201.4,56.127,6.332,2.273,28.011,4.817,1.278,0.000,0.000,0.000,1.161,0.002,93.905,6.095,1.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ME,23,4382.90,161345980.0,64003658.4,18863662.3,7433472.4,9071.73,3133.67,8316.27,7279798.71,42.94,0.962,0.843,0.882,771.833,0.0023,0.112,0.098,0.103,90.238,0.0003,2.277,1.881,0.298,0.590,2.240,2.018,0.290,0.528,1.845,8.834,0.027,0.816,572.676,1630.065,1122.060,1108.012,N/A,N/A,0.401,0.199,0.031,0.064,0.386,0.214,0.030,0.057,0.325,0.935,0.003,0.089,100.759,172.536,117.728,120.767,N/A,N/A,1.3280,1.0090,2.3100,941.0860,0.0010,358395.2,1282412.2,9826263.2,0.0,3317085.1,3822222.0,0.0,0.0,0.0,257284.6,0.0,11724355.2,7139307.1,3822222.0,1.900,6.798,52.091,0.000,17.585,20.262,0.000,0.000,0.000,1.364,0.000,62.153,37.847,20.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MI,26,33322.60,908295384.6,381847154.7,118374150.3,50262643.6,128769.30,47789.27,350976.65,83611982.72,3253.89,2.176,1.902,5.930,1412.673,0.0275,0.284,0.250,0.773,184.107,0.0036,3.386,0.033,0.894,2.682,3.024,0.039,0.850,2.375,9.904,0.018,0.231,7.454,2139.495,11.598,1103.347,1780.410,0.0462,0.0346,0.321,0.461,0.096,0.285,0.284,0.598,0.093,0.252,0.940,0.249,0.025,0.793,203.126,159.643,118.021,189.476,0.0044,0.0037,2.9660,2.5750,8.4360,1972.5590,0.0380,68621711.6,893499.1,14997829.8,30561961.0,421396.4,2600409.5,1875.0,0.0,0.0,275398.4,69.5,115350469.4,3023681.0,2602284.5,57.970,0.755,12.670,25.818,0.356,2.197,0.002,0.000,0.000,0.233,0.000,97.446,2.554,2.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,MN,27,12410.90,428906775.1,177996236.2,52381243.8,21828457.6,90409.27,37263.76,109047.40,41578072.70,1487.44,3.452,3.414,4.164,1587.518,0.0284,0.422,0.419,0.508,193.879,0.0035,4.895,11.417,1.128,4.820,4.809,11.171,1.397,4.745,6.059,3.513,0.894,5.952,2305.895,2255.224,1213.956,2283.596,0.0390,0.0382,0.433,0.807,0.115,0.428,0.428,0.794,0.130,0.423,0.536,0.248,0.091,0.528,204.081,159.405,123.702,202.634,0.0035,0.0034,6.0840,6.0310,7.2000,2038.9450,0.0340,34016006.1,780322.7,1470484.0,13295502.0,721987.7,1167993.4,791059.4,0.0,0.0,137888.6,0.0,49700203.3,2681040.5,1959052.8,64.939,1.490,2.807,25.382,1.378,2.230,1.510,0.000,0.000,0.263,0.000,94.882,5.118,3.740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,MO,29,20612.40,810642077.3,358173639.0,87222401.2,37655112.9,128864.61,43344.85,288668.57,82049735.65,3388.91,2.955,2.302,6.619,1881.391,0.0389,0.318,0.242,0.712,202.431,0.0042,3.385,30.001,0.675,3.296,2.625,54.748,0.655,2.530,7.640,7.312,0.018,7.382,2132.385,4866.088,1118.174,2098.336,0.0449,0.0433,0.326,0.966,0.072,0.318,0.250,1.701,0.067,0.242,0.735,0.236,0.002,0.712,205.100,156.749,118.591,202.431,0.0043,0.0042,3.3800,2.9300,8.2200,2122.5440,0.0390,74980081.2,198727.5,2880127.0,7830693.0,1187131.8,35263.7,0.0,0.0,0.0,110377.1,0.0,86000005.8,1222395.5,35263.7,85.964,0.228,3.302,8.978,1.361,0.040,0.000,0.000,0.000,0.127,0.000,98.599,1.402,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,MS,28,15879.00,329904517.6,159272381.8,40336806.6,19514131.7,50860.07,22490.38,88606.69,28416833.79,488.34,2.522,2.305,4.393,1408.978,0.0121,0.308,0.282,0.537,172.273,0.0015,3.940,7.722,0.510,3.447,3.826,6.974,0.426,3.080,7.679,10.374,0.035,5.956,2435.426,1774.547,874.712,1951.652,0.0268,0.0168,0.315,0.675,0.069,0.313,0.304,0.606,0.058,0.285,0.614,0.907,0.005,0.540,194.727,155.142,119.002,176.941,0.0021,0.0015,3.2400,2.7960,5.6800,1773.3550,0.0090,17090076.1,3150722.3,8255464.8,10232766.0,0.0,1567492.4,0.0,0.0,0.0,40285.0,0.0,38769314.2,1567492.4,1567492.4,42.368,7.811,20.466,25.368,0.000,3.886,0.000,0.000,0.000,0.100,0.000,96.114,3.886,3.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MT,30,5213.80,205554759.3,78046685.7,26776348.0,11407636.0,38107.61,14209.10,23022.88,21058638.69,83.51,2.846,2.491,1.720,1572.928,0.0031,0.371,0.364,0.224,204.896,0.0004,4.304,2.478,1.988,4.258,4.217,2.372,1.858,4.167,2.363,10.418,0.067,2.557,2314.859,3976.310,7514.824,2359.006,0.0048,0.0047,0.382,0.136,0.193,0.372,0.376,0.130,0.217,0.366,0.210,0.572,0.006,0.224,205.508,218.236,730.477,206.345,0.0004,0.0004,4.0630,4.1430,2.6440,2342.3420,0.0010,17398896.9,419266.3,32126.8,0.0,8849903.4,59949.6,0.0,0.0,0.0,16205.0,0.0,17866495.0,8909853.0,59949.6,64.979,1.566,0.120,0.000,33.051,0.224,0.000,0.000,0.000,0.061,0.000,66.725,33.275,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,NC,37,29083.70,781654162.8,341673085.0,126186276.6,54546301.0,126407.43,38235.93,481150.29,76835962.99,3346.07,2.004,1.402,7.626,1217.818,0.0265,0.323,0.224,1.231,196.598,0.0043,3.244,1.140,0.324,3.149,2.298,1.414,0.302,2.190,12.483,0.286,0.066,12.071,1963.316,733.829,1079.880,1933.080,0.0435,0.0420,0.336,0.245,0.036,0.327,0.235,0.199,0.034,0.225,1.291,0.061,0.007,1.253,203.098,157.474,120.424,200.679,0.0045,0.0044,3.3860,2.6150,11.9360,1983.9920,0.0440,75496412.6,570866.8,2496267.1,40090623.0,5504826.2,1750054.8,0.0,0.0,0.0,65406.2,211819.8,118931395.5,7254881.0,1750054.8,59.829,0.452,1.978,31.771,4.363,1.387,0.000,0.000,0.000,0.052,0.168,94.251,5.749,1.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ND,38,5021.30,344326512.3,142774311.5,31341611.5,12998377.5,78303.71,31712.81,150271.78,37395379.22,2443.22,4.997,4.880,9.589,2386.309,0.0780,0.455,0.444,0.873,217.209,0.0071,5.305,4.750,-1.744,5.305,5.183,4.750,-1.744,5.183,10.187,3.222,-0.021,10.185,2533.063,2138.433,-735.443,2532.974,0.0828,0.0828,0.455,0.355,0.276,0.455,0.445,0.355,0.276,0.445,0.874,0.241,0.003,0.874,217.376,159.654,116.384,217.360,0.0071,0.0071,7.3410,7.5320,14.6710,2607.9200,0.0750,29468989.5,39217.5,6749.6,0.0,1545864.0,5602.7,214523.0,0.0,0.0,60665.2,0.0,29575621.8,1765989.7,220125.7,94.025,0.125,0.022,0.000,4.932,0.018,0.685,0.000,0.000,0.194,0.000,94.365,5.635,0.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,NE,31,7126.00,236255410.7,96103236.8,32008703.7,13370875.6,49065.14,19059.66,77647.37,24055888.65,936.06,3.066,2.851,4.852,1503.084,0.0292,0.415,0.397,0.657,203.643,0.0040,4.737,12.705,2.959,4.719,4.592,11.827,2.648,4.553,7.571,2.874,0.097,7.475,2328.066,2013.827,1351.653,2315.677,0.0456,0.0451,0.417,0.974,0.263,0.416,0.402,0.922,0.205,0.397,0.667,0.220,0.009,0.659,205.111,154.324,120.073,204.025,0.0040,0.0040,4.4410,4.3740,8.7670,2291.4060,0.0440,20457085.0,21854.6,297541.9,10241254.0,913020.5,39517.0,38430.8,0.0,0.0,0.0,0.0,31017735.5,990968.3,77947.8,63.911,0.068,0.930,31.995,2.852,0.124,0.120,0.000,0.000,0.000,0.000,96.904,3.096,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NH,33,4543.20,132404200.6,54572912.4,23892858.9,9882234.8,11737.34,4407.91,57345.84,9309460.78,57.89,0.982,0.892,4.800,779.267,0.0024,0.177,0.162,0.866,140.622,0.0004,2.920,3.154,0.103,1.598,2.252,2.691,0.097,1.344,18.195,18.754,0.010,9.507,2297.832,2048.362,873.287,1570.829,0.0124,0.0044,0.260,0.249,0.014,0.167,0.199,0.227,0.013,0.140,1.623,1.482,0.001,0.995,204.922,161.915,119.572,164.418,0.0011,0.0005,1.3020,1.1040,6.3290,1331.2470,0.0020,4076075.0,1944398.2,5400409.2,10177573.0,1315754.8,936705.8,0.0,0.0,0.0,41943.0,0.0,21640398.3,2252460.6,936705.8,17.060,8.138,22.603,42.597,5.507,3.920,0.000,0.000,0.000,0.176,0.000,90.573,9.427,3.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,NJ,34,21679.60,260664865.8,128169994.3,55680409.7,26052483.8,27814.72,10473.17,53926.50,19844216.51,630.16,0.999,0.804,1.937,712.790,0.0113,0.213,0.163,0.414,152.258,0.0024,4.115,0.079,0.320,1.164,3.249,0.114,0.321,0.948,9.825,0.075,0.026,2.465,2238.786,58.335,794.847,867.570,0.0082,0.0020,0.373,0.184,0.048,0.218,0.287,0.180,0.045,0.161,0.890,0.176,0.004,0.462,202.804,136.236,119.773,162.754,0.0007,0.0004,2.2190,1.7310,4.8500,1444.2210,0.0100,10301077.3,1390097.5,15867199.0,27081566.0,-249735.9,912835.5,0.0,0.0,0.0,377370.3,0.0,55017310.0,663099.6,912835.5,18.418,2.485,28.370,48.420,0.000,1.632,0.000,0.000,0.000,0.675,0.000,98.368,1.632,1.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,NM,35,6796.10,338561313.5,153554467.2,32940359.7,14860416.6,74900.90,33659.68,38453.81,32808310.46,2268.79,4.548,4.530,2.335,1991.983,0.0689,0.442,0.438,0.227,193.810,0.0067,4.872,40.496,2.331,4.640,4.857,40.482,2.429,4.608,2.620,4.172,0.017,2.382,2057.313,2651.895,1782.824,2032.233,0.0773,0.0703,0.486,2.438,0.155,0.442,0.485,2.438,0.163,0.438,0.261,0.251,0.001,0.227,205.167,159.654,118.528,193.810,0.0077,0.0067,3.3610,2.3650,1.2190,1643.9230,0.0310,29263899.0,31375.7,2992673.2,0.0,138946.8,0.0,513465.0,0.0,0.0,0.0,0.0,32287947.9,652411.8,513465.0,88.839,0.095,9.085,0.000,0.422,0.000,1.559,0.000,0.000,0.000,0.000,98.019,1.981,1.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,NV,32,9812.30,352752190.6,164259228.9,37553014.5,17491411.8,47201.23,21445.10,54661.90,29530258.32,348.18,2.514,2.452,2.911,1572.724,0.0093,0.268,0.261,0.310,167.428,0.0010,4.201,-15.479,1.066,2.716,4.331,-15.479,1.028,2.647,5.945,-1.582,0.036,3.146,2222.101,-1013.645,1118.657,1699.348,0.0190,0.0100,0.387,2.438,0.114,0.268,0.394,2.438,0.110,0.261,0.547,0.249,0.004,0.310,204.489,159.654,119.609,167.428,0.0018,0.0010,1.5770,1.4310,1.1650,1306.2190,0.0040,18257265.0,95766.2,16386203.7,0.0,1605203.0,0.0,0.0,0.0,1193004.6,15572.1,0.0,34754807.0,2798207.6,1193004.6,48.617,0.255,43.635,0.000,4.275,0.000,0.000,0.000,3.177,0.042,0.000,92.549,7.451,3.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,NY,36,41284.10,817096457.6,361989548.3,137436647.3,60495613.9,72764.17,29264.54,238893.52,62338426.91,1553.02,1.059,0.967,3.476,907.159,0.0113,0.178,0.162,0.585,152.585,0.0019,2.798,2.117,0.626,1.893,2.599,1.866,0.563,1.673,13.469,6.038,0.101,6.699,2157.735,1706.844,1306.622,1734.943,0.0448,0.0148,0.265,0.187,0.057,0.173,0.251,0.166,0.054,0.156,1.278,0.534,0.009,0.611,204.744,150.942,118.519,158.165,0.0043,0.0013,1.9720,1.7910,5.7290,1688.2360,0.0120,22853895.8,21114688.1,26872911.4,40640305.0,23162225.2,2087617.9,97652.0,0.0,0.0,607351.9,0.0,112089152.2,25347495.1,2185269.9,16.629,15.363,19.553,29.570,16.853,1.519,0.071,0.000,0.000,0.442,0.000,81.557,18.443,1.590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,OH,39,37003.70,1295382721.7,557212767.8,148075515.8,63789617.7,273157.83,67434.51,1116846.24,131711019.91,7490.48,3.689,2.114,15.085,1778.971,0.0506,0.422,0.242,1.724,203.355,0.0058,4.194,13.912,0.759,4.159,2.427,15.551,0.712,2.396,17.196,4.188,0.033,17.020,2010.137,2700.096,1533.799,2005.317,0.0577,0.0571,0.427,0.821,0.059,0.423,0.247,0.970,0.056,0.242,1.753,0.247,0.003,1.729,204.889,159.425,118.641,203.725,0.0059,0.0058,4.2820,3.3540,20.8540,2043.6050,0.0700,128232694.8,1388880.2,1383845.6,15950121.0,457856.8,371040.1,0.0,0.0,0.0,291077.4,0.0,147246618.9,828896.9,371040.1,86.600,0.938,0.935,10.772,0.309,0.251,0.000,0.000,0.000,0.197,0.000,99.440,0.560,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,OK,40,21126.70,613186712.9,293840760.2,60641219.9,29113837.6,83122.34,37214.52,105404.86,52334634.90,2800.52,2.741,2.556,3.476,1726.042,0.0462,0.271,0.253,0.344,170.697,0.0046,3.528,0.261,1.690,2.861,3.383,0.337,1.589,2.638,5.818,0.019,0.009,3.711,2210.537,61.449,1123.913,1815.758,0.0472,0.0301,0.321,0.520,0.176,0.273,0.312,0.914,0.164,0.254,0.530,0.038,0.001,0.354,201.241,122.425,117.233,173.394,0.0043,0.0029,2.4110,2.2150,2.1750,1508.9390,0.0150,33802375.5,62311.1,23202777.9,0.0,2742796.6,249348.0,572744.0,0.0,0.0,0.0,8866.8,57076331.3,3564888.6,822092.0,55.742,0.103,38.262,0.000,4.523,0.411,0.945,0.000,0.000,0.000,0.015,94.121,5.879,1.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,OR,41,12547.60,180701519.8,64579588.4,51526306.1,19502966.3,13593.44,4125.79,13847.84,11742575.00,169.74,0.528,0.423,0.538,455.790,0.0033,0.150,0.128,0.153,129.967,0.0009,4.402,N/A,0.704,1.499,4.259,N/A,0.773,1.232,6.986,N/A,0.019,1.517,2267.747,N/A,1153.135,1392.711,0.0463,0.0100,0.398,N/A,0.072,0.149,0.384,N/A,0.079,0.124,0.632,N/A,0.002,0.151,205.203,N/A,117.980,138.599,0.0042,0.0010,1.2200,1.4930,1.2360,1112.6510,0.0060,3555661.2,62938.5,13480545.7,0.0,33050847.0,729582.8,619011.9,0.0,0.0,27718.9,0.0,17126864.4,34399441.7,1348594.8,6.901,0.122,26.163,0.000,64.144,1.416,1.201,0.000,0.000,0.054,0.000,33.239,66.761,2.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PA,42,50063.70,1366707635.0,588365312.2,214662229.8,91914697.2,202819.51,55414.67,1009187.72,130537292.68,10921.58,1.890,1.206,9.403,1216.211,0.0509,0.297,0.188,1.477,191.024,0.0080,3.045,3.662,0.528,2.860,1.964,3.153,0.455,1.794,16.569,5.132,0.023,15.333,2026.921,2147.703,1242.131,1969.049,0.0866,0.0801,0.303,0.291,0.050,0.284,0.194,0.266,0.046,0.178,1.651,0.408,0.002,1.522,201.984,170.918,118.307,195.493,0.0086,0.0080,2.8910,2.0770,14.5560,1962.3940,0.0570,117196701.4,4127000.5,9830535.3,77458632.0,2462936.3,2224003.8,306311.7,0.0,0.0,1056108.9,0.0,209668978.0,4993251.8,2530315.6,54.596,1.923,4.580,36.084,1.147,1.036,0.143,0.000,0.000,0.492,0.000,97.674,2.326,1.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,RI,44,1996.70,43809968.9,20620150.7,4837893.1,2325482.0,780.05,346.48,181.13,2590682.80,N/A,0.322,0.298,0.075,1070.996,N/A,0.036,0.034,0.008,118.269,N/A,N/A,4.818,0.278,0.323,N/A,4.792,0.259,0.298,N/A,5.022,0.025,0.075,N/A,1173.290,1071.192,1072.207,N/A,N/A,N/A,0.687,0.031,0.036,N/A,0.691,0.029,0.034,N/A,0.716,0.003,0.008,N/A,167.209,117.890,118.269,N/A,N/A,0.4470,0.3950,0.0960,1167.3250,N/A,0.0,48745.1,4783687.0,0.0,5461.0,0.0,0.0,0.0,0.0,0.0,0.0,4832432.1,5461.0,0.0,0.000,1.008,98.880,0.000,0.113,0.000,0.000,0.000,0.000,0.000,0.000,99.887,0.113,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,SC,45,24091.00,465321598.2,213848825.7,97834337.7,42909463.3,69396.90,24708.45,228082.04,44750212.13,1248.16,1.419,1.152,4.663,914.816,0.0128,0.298,0.231,0.980,192.341,0.0027,2.883,0.883,0.355,2.706,2.360,0.864,0.294,2.154,9.574,0.411,0.015,8.901,1788.397,269.657,1199.934,1745.968,0.0253,0.0235,0.321,0.519,0.034,0.298,0.259,0.650,0.026,0.231,1.066,0.241,0.001,0.982,199.133,158.311,116.336,192.585,0.0028,0.0026,2.9730,2.3420,11.0740,1822.0820,0.0260,38910841.5,906031.2,3794136.7,51200640.0,1274755.5,1675442.0,0.0,0.0,0.0,72490.8,0.0,94884140.1,2950197.5,1675442.0,39.772,0.926,3.878,52.334,1.303,1.713,0.000,0.000,0.000,0.074,0.000,96.985,3.016,1.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,SD,46,2826.00,45209488.7,17797823.6,7510213.7,3584127.2,17923.81,6835.30,15015.26,4563839.89,116.52,4.773,3.814,3.999,1215.369,0.0155,0.793,0.768,0.664,201.897,0.0026,9.828,9.925,1.181,9.547,9.559,22.562,1.142,9.128,8.270,4.498,0.070,7.997,2454.500,2925.648,1703.726,2430.790,0.0321,0.0310,0.821,0.540,0.085,0.793,0.815,0.893,0.078,0.768,0.691,0.245,0.005,0.664,205.069,159.067,123.069,201.897,0.0027,0.0026,6.3300,5.6010,5.1910,2381.9370,0.0000,3620000.9,22771.0,112254.8,0.0,3597509.0,0.0,157678.0,0.0,0.0,0.0,0.0,3755026.7,3755187.0,157678.0,48.201,0.303,1.495,0.000,47.902,0.000,2.100,0.000,0.000,0.000,0.000,49.999,50.001,2.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,TN,47,22752.80,608647836.2,263014321.3,97578244.7,41632425.3,113241.02,27931.80,310758.47,61767469.87,2332.35,2.321,1.342,6.369,1266.009,0.0239,0.372,0.212,1.021,202.966,0.0038,3.828,0.929,1.345,3.820,2.176,0.675,1.322,2.171,10.521,0.096,0.045,10.488,2087.610,1497.846,1445.594,2085.713,0.0395,0.0394,0.374,0.074,0.109,0.372,0.213,0.054,0.095,0.212,1.027,0.008,0.004,1.023,203.724,119.632,117.458,203.402,0.0039,0.0038,4.1330,3.1330,15.4700,2096.4990,0.0510,58309600.9,190356.6,292084.0,28612271.0,9590286.0,579833.3,3813.0,0.0,0.0,0.0,0.0,87404312.4,10173932.2,583646.3,59.757,0.195,0.299,29.322,9.828,0.594,0.004,0.000,0.000,0.000,0.000,89.574,10.426,0.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,TX,48,107170.40,3529980606.8,1657396808.0,380659333.7,178019634.7,216984.26,97706.14,596660.62,280096254.75,10792.13,1.140,1.098,3.135,1471.637,0.0284,0.123,0.118,0.338,158.696,0.0031,2.024,3.484,0.656,1.288,1.969,3.559,0.653,1.226,7.920,1.997,0.029,3.579,2281.887,1425.954,1197.418,1684.977,0.0729,0.0327,0.184,0.481,0.064,0.123,0.180,0.480,0.065,0.117,0.722,0.276,0.003,0.340,207.903,196.919,117.775,160.321,0.0066,0.0031,0.8090,0.7910,0.7700,1337.6010,0.0040,146721096.0,2310547.2,180057380.5,40435372.0,1300607.8,1226823.6,3137690.0,0.0,0.0,4646798.4,823018.3,374994212.4,5665121.4,4364513.6,38.544,0.607,47.301,10.623,0.342,0.322,0.824,0.000,0.000,1.221,0.216,98.512,1.488,1.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,UT,49,6495.80,400455600.5,176758342.3,38211974.7,16750677.1,73082.71,31901.06,36666.40,40520254.89,288.12,3.825,3.809,1.919,2120.814,0.0075,0.365,0.361,0.183,202.371,0.0007,3.947,20.154,1.457,3.888,3.969,20.154,1.206,3.873,1.994,2.147,0.018,1.947,2169.891,1319.827,1643.568,2157.431,0.0079,0.0077,0.373,2.438,0.105,0.365,0.375,2.438,0.081,0.360,0.188,0.260,0.001,0.183,205.096,159.654,118.588,202.436,0.0007,0.0007,5.1700,5.7160,4.6490,2008.9540,0.0110,36617853.9,32566.7,909849.7,0.0,449846.5,4887.4,0.0,0.0,194876.0,2094.6,0.0,37562364.9,649609.8,199763.4,95.828,0.085,2.381,0.000,1.177,0.013,0.000,0.000,0.510,0.006,0.000,98.300,1.700,0.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
