eGRID2007 Version 1.1 State File (Year 2005 Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This state-level file has 51 records and 109 data elements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eGRID2007 2005 file State sequence number,State abbreviation,FIPS State code,State nameplate capacity (MW),State annual heat input (MMBtu),State ozone season heat input (MMBtu),State annual net generation (MWh),State ozone season net generation (MWh),State annual NOx emissions (tons),State ozone season NOx emissions (tons),State annual SO2 emissions (tons),State annual CO2 emissions (tons),State annual CH4 emissions (lbs),State annual N2O emissions (lbs),State annual Hg emissions (lbs),State annual NOx output emission rate (lb/MWh),State ozone season NOx output emission rate (lb/MWh),State annual SO2 output emission rate (lb/MWh),State annual CO2 output emission rate (lb/MWh),State annual CH4 output emission rate (lb/GWh),State annual N2O output emission rate (lb/GWh),State annual Hg output emission rate (lb/GWh),State annual NOx input emission rate (lb/MMBtu),State ozone season NOx input emission rate (lb/MMBtu),State annual SO2 input emission rate (lb/MMBtu),State annual CO2 input emission rate (lb/MMBtu),State annual Hg input emission rate (lb/BBtu),State annual NOx combustion output emission rate (lb/MWh),State ozone season NOx combustion output emission rate (lb/MWh),State annual SO2 combustion output emission rate (lb/MWh),State annual CO2 combustion output emission rate (lb/MWh),State annual CH4 combustion output emission rate (lb/GWh),State annual N2O combustion output emission rate (lb/GWh),State annual Hg combustion output emission rate (lb/GWh),State coal annual NOx output emission rate (lb/MWh),State oil annual NOx output emission rate (lb/MWh),State gas annual NOx output emission rate (lb/MWh),State fossil fuel annual NOx output emission rate (lb/MWh),State coal ozone season NOx output emission rate (lb/MWh),State oil ozone season NOx output emission rate (lb/MWh),State gas ozone season NOx output emission rate (lb/MWh),State fossil fuel ozone season NOx output emission rate (lb/MWh),State coal annual SO2 output emission rate (lb/MWh),State oil annual SO2 output emission rate (lb/MWh),State gas annual SO2 output emission rate (lb/MWh),State fossil fuel annual SO2 output emission rate (lb/MWh),State coal annual CO2 output emission rate (lb/MWh),State oil annual CO2 output emission rate (lb/MWh),State gas annual CO2 output emission rate (lb/MWh),State fossil fuel annual CO2 output emission rate (lb/MWh),State coal annual Hg output emission rate (lb/GWh),State fossil fuel annual Hg output emission rate (lb/GWh),State coal annual NOx input emission rate (lb/MMBtu),State oil annual NOx input emission rate (lb/MMBtu),State gas annual NOx input emission rate (lb/MMBtu),State fossil fuel annual NOx input emission rate (lb/MMBtu),State coal ozone season NOx input emission rate (lb/MMBtu),State oil ozone season NOx input emission rate (lb/MMBtu),State gas ozone season NOx input emission rate (lb/MMBtu),State fossil fuel ozone season NOx input emission rate (lb/MMBtu),State coal annual SO2 input emission rate (lb/MMBtu),State oil annual SO2 input emission rate (lb/MMBtu),State gas annual SO2 input emission rate (lb/MMBtu),State fossil fuel annual SO2 input emission rate (lb/MMBtu),State coal annual CO2 input emission rate (lb/MMBtu),State oil annual CO2 input emission rate (lb/MMBtu),State gas annual CO2 input emission rate (lb/MMBtu),State fossil fuel annual CO2 input emission rate (lb/MMBtu),State coal annual Hg input emission rate (lb/BBtu),State fossil fuel annual Hg input emission rate (lb/BBtu),State annual non-baseload NOx output emission rate (lb/MWh),State ozone season non-baseload NOx output emission rate (lb/MWh),State annual non-baseload SO2 output emission rate (lb/MWh) ,State annual non-baseload CO2 output emission rate (lb/MWh) ,State annual non-baseload CH4 output emission rate (lb/GWh),State annual non-baseload N2O output emission rate (lb/GWh),State annual non-baseload Hg output emission rate (lb/GWh) ,State annual coal net generation (MWh),State annual oil net generation (MWh),State annual gas net generation (MWh),State annual nuclear net generation (MWh),State annual hydro net generation (MWh),State annual biomass net generation (MWh),State annual wind net generation (MWh),State annual solar net generation (MWh),State annual geothermal net generation (MWh),State annual other fossil net generation (MWh),State annual other unknown/ purchased fuel net generation (MWh),State annual total nonrenewables net generation (MWh),State annual total renewables net generation (MWh),State annual total nonhydro renewables net generation (MWh),State annual total combustion net generation (MWh),State annual total noncombustion net generation (MWh),State coal generation percent (resource mix),State oil generation percent (resource mix),State gas generation percent (resource mix),State nuclear generation percent (resource mix),State hydro generation percent (resource mix),State biomass generation percent (resource mix),State wind generation percent (resource mix),State solar generation percent (resource mix),State geothermal generation percent (resource mix),State other fossil  generation percent (resource mix),State other unknown/ purchased fuel generation percent (resource mix),State total nonrenewables generation percent (resource mix),State total renewables generation percent (resource mix),State total nonhydro renewables generation percent (resource mix),State total combustion generation percent (resource mix),State total noncombustion generation percent (resource mix),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,FL,12,"62,446.5","1,788,571,545.7","855,674,056.0","219,845,864.3","105,794,641.9","232,374.96","111,431.69","427,367.29","147,356,227.6","10,052,442.6","3,886,101.1","2,283.09",2.1140,2.1066,3.8879,"1,340.54",45.73,17.68,0.0104,0.2598,0.2605,0.4779,164.78,0.0013,2.4355,2.4270,4.4793,"1,544.45",52.68,20.37,0.0120,3.8231,2.4315,0.5016,2.2153,3.8411,2.5329,0.5271,2.1932,6.5904,6.6179,0.5161,4.2372,"1,953.07","1,348.27",959.50,"1,429.10",0.0221,0.0085,0.3974,0.3016,0.0645,0.2591,0.3988,0.3292,0.0678,0.2604,0.6851,0.8209,0.0663,0.4956,203.04,167.24,123.30,167.14,0.0023,0.0010,1.9372,1.8991,3.7937,"1,382.92",47.46,14.04,0.0057,"62,502,865.9","37,210,372.5","83,657,065.9","28,758,826.0","266,158.9","4,331,132.8",0.0,0.0,0.0,"1,373,746.5","1,745,695.8","215,248,572.6","4,597,291.6","4,331,132.8","190,820,879.4","29,024,984.9",28.4303,16.9257,38.0526,13.0814,0.1211,1.9701,0.0000,0.0000,0.0000,0.6249,0.7941,97.9089,2.0911,1.9701,86.7976,13.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,GA,13,"39,737.9","990,630,472.6","468,044,906.9","136,617,442.0","65,118,987.8","118,496.71","38,039.96","646,010.65","95,805,693.5","3,007,898.5","3,269,108.9","3,740.08",1.7347,1.1683,9.4572,"1,402.54",22.02,23.93,0.0274,0.2392,0.1625,1.3042,193.42,0.0038,2.3404,1.5762,12.7591,"1,892.22",29.70,32.28,0.0369,2.5462,5.9459,0.1742,2.3468,1.7077,6.3112,0.1186,1.5230,14.1364,48.5864,0.0074,13.0560,"2,051.86","1,765.43",969.00,"1,946.96",0.0427,0.0383,0.2544,0.6937,0.0214,0.2389,0.1706,0.7207,0.0187,0.1602,1.4122,5.6686,0.0009,1.3292,204.98,205.97,119.00,198.22,0.0043,0.0039,2.3185,1.6641,10.9000,"1,654.63",33.18,24.93,0.0223,"87,235,508.7","1,006,253.4","9,773,531.2","31,534,259.0","3,820,289.9","3,196,376.3",0.0,0.0,0.0,"51,223.5",0.0,"129,600,775.8","7,016,666.2","3,196,376.3","101,262,893.1","35,354,548.9",63.8539,0.7365,7.1539,23.0822,2.7963,2.3397,0.0000,0.0000,0.0000,0.0375,0.0000,94.8640,5.1360,2.3397,74.1215,25.8785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,HI,15,"2,592.7","123,159,469.2","55,662,349.5","11,522,803.2","4,994,229.9","22,355.13","10,042.06","24,009.52","9,973,066.3","1,905,878.4","345,203.5",133.29,3.8802,4.0215,4.1673,"1,731.01",165.40,29.96,0.0116,0.3630,0.3608,0.3899,161.95,0.0011,3.9926,4.1380,4.2880,"1,781.16",170.19,30.83,0.0119,0.8936,4.3600,N/A,3.8203,0.8880,4.4094,N/A,3.8919,0.7708,5.0595,N/A,4.3801,"1,896.64","1,758.63",N/A,"1,775.13",0.0106,0.0016,0.1000,0.4193,N/A,0.3760,0.1000,0.4170,N/A,0.3773,0.0863,0.4865,N/A,0.4311,212.26,169.11,N/A,174.70,0.0012,0.0002,5.3284,5.8244,4.2579,"1,800.75",185.69,29.99,0.0124,"1,631,249.8","9,076,425.2",0.0,0.0,"96,187.6","301,112.6","6,632.0",0.0,"221,597.0","189,599.1",0.0,"10,897,274.0","625,529.2","529,341.6","11,198,386.6","324,416.6",14.1567,78.7692,0.0000,0.0000,0.8348,2.6132,0.0576,0.0000,1.9231,1.6454,0.0000,94.5714,5.4286,4.5939,97.1846,2.8154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,IA,19,"12,869.5","417,977,974.1","190,483,340.6","43,987,078.7","19,752,372.0","75,754.12","32,979.97","137,912.79","41,947,003.5","984,511.8","1,390,794.3","2,223.15",3.4444,3.3393,6.2706,"1,907.24",22.38,31.62,0.0505,0.3625,0.3463,0.6599,200.71,0.0053,4.1124,3.9870,7.4867,"2,277.12",26.72,37.75,0.0603,4.3669,8.6998,0.2631,4.1167,4.2166,9.5161,0.2696,3.9535,8.0290,3.8322,0.0143,7.5007,"2,377.32","2,347.90",885.94,"2,281.37",0.0648,0.0605,0.3762,0.5975,0.0353,0.3627,0.3616,0.5875,0.0341,0.3465,0.6918,0.2632,0.0019,0.6609,204.83,161.25,118.82,201.02,0.0056,0.0053,4.0898,4.0232,6.9911,"2,240.01",27.16,36.15,0.0529,"34,083,456.1","149,531.8","2,480,701.8","4,538,313.0","959,525.8","115,974.9","1,647,133.9",0.0,0.0,"12,441.3",0.0,"41,264,444.1","2,722,634.7","1,763,108.8","36,842,106.0","7,144,972.8",77.4852,0.3399,5.6396,10.3174,2.1814,0.2637,3.7446,0.0000,0.0000,0.0283,0.0000,93.8104,6.1896,4.0082,83.7567,16.2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ID,16,"3,441.4","16,519,755.0","6,040,968.7","10,824,979.6","5,696,584.7",757.77,310.67,949.00,"723,800.4","207,424.6","37,193.7",N/A,0.1400,0.1091,0.1753,133.73,19.16,3.44,N/A,0.0917,0.1029,0.1149,87.63,N/A,0.6639,0.5172,0.8314,634.12,90.86,16.29,N/A,4.4386,43.5385,0.2175,0.4676,3.3999,43.6524,0.3205,0.5581,5.3688,3.2618,0.0060,0.3236,"1,341.64","2,879.95",825.56,856.13,N/A,N/A,0.6913,2.4380,0.0313,0.0676,0.6677,2.4380,0.0442,0.0787,0.8361,0.1827,0.0009,0.0468,208.95,161.27,118.82,123.77,N/A,N/A,0.5206,0.4983,0.8146,653.57,72.11,13.81,N/A,"95,181.3",4.9,"1,550,167.1",0.0,"8,542,117.5","577,039.9",0.0,0.0,0.0,0.0,"60,468.8","1,705,822.1","9,119,157.4","577,039.9","2,282,862.1","8,542,117.5",0.8793,0.0000,14.3203,0.0000,78.9112,5.3306,0.0000,0.0000,0.0000,0.0000,0.5586,15.7582,84.2418,5.3306,21.0888,78.9112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,IL,17,"48,313.8","1,099,814,918.7","498,060,834.8","194,157,100.8","85,472,550.7","133,020.84","36,776.61","350,703.25","109,310,141.6","2,552,683.7","3,591,868.2","8,285.61",1.3702,0.8605,3.6126,"1,126.00",13.15,18.50,0.0427,0.2419,0.1477,0.6377,198.78,0.0075,2.6439,1.6605,6.9706,"2,172.65",25.37,35.70,0.0823,2.7811,21.3209,0.8136,2.6513,1.7373,20.6766,0.6582,1.6298,7.4898,1.6833,0.9843,7.0140,"2,268.82","1,476.70","1,113.48","2,185.94",0.0894,0.0829,0.2515,2.3235,0.0892,0.2426,0.1547,2.3185,0.0705,0.1478,0.6774,0.1834,0.1080,0.6419,205.19,160.93,122.14,200.06,0.0081,0.0076,2.7716,1.7873,7.1864,"2,097.08",25.51,32.78,0.0812,"92,264,271.0","326,021.9","7,110,426.1","93,263,001.0","129,036.7","684,618.3","141,146.0",0.0,0.0,"238,579.8",0.0,"193,202,299.7","954,801.0","825,764.3","100,623,917.1","93,533,183.7",47.5204,0.1679,3.6622,48.0348,0.0665,0.3526,0.0727,0.0000,0.0000,0.1229,0.0000,99.5082,0.4918,0.4253,51.8260,48.1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,IN,18,"30,085.7","1,354,190,722.8","594,201,329.8","130,290,362.9","57,005,901.0","214,229.26","57,740.17","876,661.47","136,006,998.2","3,197,209.9","4,529,353.0","5,866.69",3.2885,2.0258,13.4570,"2,087.75",24.54,34.76,0.0450,0.3164,0.1943,1.2947,200.87,0.0043,3.2996,2.0326,13.5025,"2,094.80",24.62,34.88,0.0452,3.4013,1.2468,0.3606,3.3066,2.1065,1.1842,0.3284,2.0409,14.1721,0.0309,0.0090,13.5395,"2,150.04","1,210.54","1,146.40","2,101.77",0.0475,0.0453,0.3244,0.1205,0.0370,0.3171,0.1997,0.1118,0.0349,0.1951,1.3516,0.0030,0.0009,1.2986,205.06,117.02,117.76,201.58,0.0045,0.0043,3.5834,2.4829,15.2457,"2,120.76",25.55,33.93,0.0421,"122,796,431.7","264,294.5","3,596,430.7",0.0,"438,281.8","66,467.6",0.0,0.0,0.0,"2,703,146.4","425,310.1","129,785,613.4","504,749.4","66,467.6","129,852,081.1","438,281.8",94.2483,0.2029,2.7603,0.0000,0.3364,0.0510,0.0000,0.0000,0.0000,2.0747,0.3264,99.6126,0.3874,0.0510,99.6636,0.3364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,KS,20,"12,007.5","430,823,759.6","195,223,434.9","45,862,689.7","20,508,903.5","89,973.17","41,595.24","136,521.99","43,453,084.3","1,066,380.4","1,435,914.1","2,034.55",3.9236,4.0563,5.9535,"1,894.92",23.25,31.31,0.0444,0.4177,0.4261,0.6338,201.72,0.0047,4.9160,5.0822,7.4593,"2,374.19",29.13,39.23,0.0556,4.9132,5.0552,4.8278,4.9160,5.0254,4.9546,5.0853,5.0239,7.2524,18.4001,0.0722,7.4593,"2,405.55","2,003.71","1,604.26","2,374.19",0.0589,0.0556,0.4189,0.4300,0.3579,0.4177,0.4299,0.4279,0.3309,0.4261,0.6183,1.5651,0.0054,0.6338,205.09,170.43,118.92,201.72,0.0050,0.0047,5.6144,5.6182,8.9246,"2,351.42",37.22,34.58,0.0367,"34,480,731.0","986,405.4","1,137,448.3","8,820,945.0","11,337.0",0.0,"425,823.0",0.0,0.0,0.0,0.0,"45,425,529.7","437,160.0","425,823.0","36,604,584.7","9,258,105.0",75.1825,2.1508,2.4801,19.2334,0.0247,0.0000,0.9285,0.0000,0.0000,0.0000,0.0000,99.0468,0.9532,0.9285,79.8134,20.1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,KY,21,"22,703.9","996,096,679.8","438,021,163.7","97,822,418.3","42,969,439.1","167,571.04","37,558.49","503,807.18","100,632,256.5","2,360,641.2","3,415,398.9","3,671.44",3.4260,1.7481,10.3004,"2,057.45",24.13,34.91,0.0375,0.3365,0.1715,1.0116,202.05,0.0037,3.5330,1.8027,10.6220,"2,121.67",24.89,36.00,0.0387,3.5501,3.7285,2.1852,3.5444,1.8604,0.6173,0.7017,1.8024,10.9178,6.4666,0.0144,10.6610,"2,125.99","2,457.57","1,374.70","2,131.31",0.0405,0.0389,0.3398,0.3113,0.1793,0.3370,0.1782,0.0526,0.0584,0.1715,1.0451,0.5399,0.0012,1.0136,203.50,205.18,112.82,202.64,0.0039,0.0037,3.4995,1.9973,11.8917,"2,113.67",25.68,35.31,0.0375,"89,083,112.9","3,680,684.8","1,658,070.1",0.0,"2,961,192.9","422,384.6",0.0,0.0,0.0,"16,973.0",0.0,"94,438,840.8","3,383,577.5","422,384.6","94,861,225.4","2,961,192.9",91.0662,3.7626,1.6950,0.0000,3.0271,0.4318,0.0000,0.0000,0.0000,0.0174,0.0000,96.5411,3.4589,0.4318,96.9729,3.0271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,LA,22,"29,797.0","724,846,930.7","340,723,946.2","92,680,362.2","41,999,182.9","75,548.05","34,533.52","114,467.12","54,472,600.4","2,358,929.2","1,243,498.4","1,175.81",1.6303,1.6445,2.4701,"1,175.49",25.45,13.42,0.0127,0.2085,0.2027,0.3158,150.30,0.0016,1.9831,2.0003,3.0047,"1,429.86",30.96,16.32,0.0154,3.1349,2.4448,1.3274,2.0265,2.9731,2.2631,1.3990,1.9618,7.3889,8.7874,0.0861,3.0206,"2,318.82","1,677.58",986.17,"1,498.08",0.0439,0.0163,0.2740,0.2127,0.1590,0.2116,0.2617,0.1948,0.1653,0.2056,0.6457,0.7645,0.0103,0.3154,202.65,145.94,118.15,156.43,0.0038,0.0017,1.8158,1.7554,1.9538,"1,294.94",27.53,10.02,0.0071,"23,070,342.2","3,485,935.0","43,831,966.6","15,676,353.0","810,948.0","2,675,958.8",0.0,0.0,0.0,"2,817,417.2","311,441.5","89,193,455.5","3,486,906.8","2,675,958.8","76,193,061.2","16,487,301.0",24.8924,3.7612,47.2937,16.9144,0.8750,2.8873,0.0000,0.0000,0.0000,3.0399,0.3360,96.2377,3.7623,2.8873,82.2106,17.7894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,MA,25,"15,549.2","388,629,334.6","171,371,881.4","47,494,728.0","20,239,850.6","26,342.18","9,904.96","83,686.32","29,990,704.0","3,249,178.6","818,561.7",705.72,1.1093,0.9788,3.5240,"1,262.91",68.41,17.23,0.0149,0.1356,0.1156,0.4307,154.34,0.0018,1.2708,1.1213,4.0372,"1,446.83",78.37,19.74,0.0170,2.4292,1.4806,0.2542,1.1493,2.2064,1.4803,0.2073,0.9505,7.9299,10.4330,0.2414,4.2216,"1,942.05","1,714.19",942.32,"1,382.73",0.0250,0.0083,0.2515,0.1461,0.0312,0.1288,0.2303,0.1456,0.0254,0.1078,0.8209,1.0293,0.0297,0.4730,201.03,169.12,115.77,154.94,0.0026,0.0009,0.9421,0.8577,3.3023,"1,295.66",44.94,12.48,0.0076,"12,033,546.3","7,116,493.3","20,276,564.5","5,475,057.0","562,470.7","1,200,506.5",0.0,0.0,0.0,"830,089.8",0.0,"45,731,750.8","1,762,977.2","1,200,506.5","41,457,200.4","6,037,527.7",25.3366,14.9838,42.6922,11.5277,1.1843,2.5277,0.0000,0.0000,0.0000,1.7478,0.0000,96.2881,3.7119,2.5277,87.2880,12.7120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,MD,24,"13,375.7","369,386,432.9","173,359,557.9","52,638,599.3","22,982,754.0","64,802.53","21,144.97","287,866.63","35,590,672.9","1,820,454.0","1,196,458.5","2,040.14",2.4622,1.8401,10.9375,"1,352.27",34.58,22.73,0.0388,0.3509,0.2439,1.5586,192.70,0.0055,3.5771,2.6733,15.8903,"1,964.61",50.24,33.02,0.0563,3.6666,1.8486,0.9061,3.5473,2.5494,1.9625,0.8990,2.4822,17.0498,3.5533,0.0517,16.1849,"2,000.98",801.62,"1,207.00","1,948.29",0.0541,0.0510,0.3632,0.2010,0.0897,0.3517,0.2485,0.1925,0.0865,0.2417,1.6890,0.3864,0.0051,1.6047,198.22,87.18,119.52,193.16,0.0054,0.0051,3.7552,3.2551,17.1892,"1,964.52",50.19,31.08,0.0560,"29,313,921.7","3,817,583.4","1,891,637.2","14,703,221.0","1,703,638.9","549,877.4",0.0,0.0,0.0,"658,719.7",0.0,"50,385,083.0","2,253,516.3","549,877.4","36,231,739.4","16,406,859.9",55.6890,7.2524,3.5936,27.9324,3.2365,1.0446,0.0000,0.0000,0.0000,1.2514,0.0000,95.7189,4.2811,1.0446,68.8311,31.1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ME,23,"4,440.0","146,479,735.8","62,180,330.4","17,575,739.2","7,109,031.3","9,024.74","3,187.89","10,734.92","6,499,973.0","4,024,971.4","571,043.6",49.57,1.0270,0.8969,1.2216,739.65,229.01,32.49,0.0028,0.1232,0.1025,0.1466,88.75,0.0003,1.3385,1.1689,1.5921,964.04,298.48,42.35,0.0037,0.9312,3.2793,0.2255,0.6858,0.8753,3.7241,0.1979,0.5873,0.3734,8.8738,0.1608,1.3389,432.26,"2,806.29",957.37,"1,164.58",N/A,N/A,0.2400,0.1538,0.0269,0.0702,0.2300,0.1512,0.0236,0.0611,0.0963,0.4163,0.0192,0.1371,111.41,131.65,114.28,119.25,N/A,N/A,1.4090,1.8036,2.6223,"1,261.17",264.00,37.23,0.0014,"322,358.8","1,514,879.5","7,486,758.8",0.0,"4,090,923.7","3,854,345.0",0.0,0.0,0.0,"306,473.4",0.0,"9,630,470.4","7,945,268.7","3,854,345.0","13,484,815.5","4,090,923.7",1.8341,8.6192,42.5971,0.0000,23.2760,21.9299,0.0000,0.0000,0.0000,1.7437,0.0000,54.7941,45.2059,21.9299,76.7240,23.2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MI,26,"33,052.7","853,361,614.1","385,185,237.1","121,645,244.3","53,933,436.1","126,584.90","49,344.62","390,490.65","81,961,230.9","3,606,301.5","2,877,490.0","3,767.71",2.0812,1.8298,6.4202,"1,347.55",29.65,23.65,0.0310,0.2967,0.2562,0.9152,192.09,0.0044,2.8632,2.5174,8.8325,"1,853.88",40.79,32.54,0.0426,3.2595,0.8994,0.3572,2.6146,2.8631,0.9413,0.3689,2.2699,9.8664,6.9267,0.3200,8.2097,"2,134.92",297.31,541.49,"1,728.71",0.0524,0.0398,0.3115,0.6539,0.0831,0.3004,0.2738,0.6560,0.0727,0.2591,0.9428,5.0358,0.0744,0.9434,204.00,216.15,125.97,198.64,0.0050,0.0046,2.4014,1.8728,7.3683,"1,698.29",29.59,26.93,0.0358,"70,345,629.2","897,870.9","13,631,563.8","32,871,574.0","350,594.8","2,537,053.1","1,848.0",0.0,0.0,"1,009,110.5",0.0,"118,755,748.4","2,889,495.9","2,538,901.1","88,421,227.5","33,224,016.8",57.8285,0.7381,11.2060,27.0225,0.2882,2.0856,0.0015,0.0000,0.0000,0.8296,0.0000,97.6247,2.3753,2.0871,72.6878,27.3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,MN,27,"13,222.8","431,717,282.9","187,109,565.2","52,906,084.8","22,344,283.8","88,480.38","36,404.38","105,570.95","42,183,866.1","2,048,507.3","1,507,279.7","1,531.55",3.3448,3.2585,3.9909,"1,594.67",38.72,28.49,0.0289,0.4099,0.3891,0.4891,195.42,0.0035,4.6922,4.5711,5.5986,"2,237.06",54.32,39.97,0.0406,5.0088,6.0512,1.1361,4.8000,4.8344,6.4182,1.2630,4.5928,6.0290,9.0916,0.0482,5.7103,"2,326.15","2,174.30","1,251.13","2,267.09",0.0416,0.0392,0.4404,0.4256,0.1083,0.4236,0.4234,0.3822,0.1128,0.4023,0.5302,0.6395,0.0046,0.5039,204.55,152.93,119.23,200.07,0.0037,0.0035,5.1306,4.9393,6.0067,"2,102.88",72.75,36.74,0.0285,"32,863,117.6","783,342.0","2,721,784.9","12,835,219.0","774,727.4","1,000,846.1","1,582,474.7",0.0,0.0,"298,614.5","45,958.6","49,548,036.7","3,358,048.2","2,583,320.7","37,713,663.7","15,192,421.1",62.1160,1.4806,5.1446,24.2604,1.4643,1.8917,2.9911,0.0000,0.0000,0.5644,0.0869,93.6528,6.3472,4.8828,71.2842,28.7158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,MO,29,"22,048.1","830,606,068.8","363,525,085.9","90,857,129.2","39,802,691.9","128,506.86","45,188.35","295,031.83","83,903,379.0","1,935,821.3","2,790,190.8","3,894.78",2.8288,2.2706,6.4944,"1,846.93",21.31,30.71,0.0429,0.3094,0.2486,0.7104,202.03,0.0047,3.1504,2.5288,7.2328,"2,056.93",23.73,34.20,0.0477,3.2638,29.5949,0.4250,3.1504,2.6698,23.4891,0.4282,2.5339,7.5504,3.3007,0.0124,7.2328,"2,104.03","2,930.06",978.44,"2,056.93",0.0498,0.0477,0.3179,1.6188,0.0517,0.3094,0.2590,1.2554,0.0508,0.2486,0.7355,0.1805,0.0015,0.7104,204.96,160.27,119.06,202.03,0.0049,0.0047,3.7584,3.1133,7.9200,"2,031.97",25.04,31.25,0.0338,"77,437,142.0","168,415.3","3,896,751.9","8,030,577.0","1,245,257.8","9,249.1",0.0,0.0,0.0,"69,736.2",0.0,"89,602,622.4","1,254,506.9","9,249.1","81,581,294.5","9,275,834.8",85.2296,0.1854,4.2889,8.8387,1.3706,0.0102,0.0000,0.0000,0.0000,0.0768,0.0000,98.6193,1.3807,0.0102,89.7907,10.2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,MS,28,"17,176.7","330,395,088.7","170,028,509.1","45,075,692.9","22,655,952.2","44,190.09","23,209.19","77,262.10","27,626,151.8","1,194,115.4","785,181.7",591.53,1.9607,2.0488,3.4281,"1,225.77",26.49,17.42,0.0131,0.2675,0.2730,0.4677,167.23,0.0018,2.5253,2.6388,4.4152,"1,578.73",34.12,22.44,0.0169,3.3200,6.6103,0.3484,2.5881,3.3426,7.1764,0.3257,2.5785,6.8405,6.1716,0.0050,4.4816,"2,141.36","1,467.05",860.44,"1,654.42",0.0305,0.0177,0.3083,0.6406,0.0481,0.2712,0.3088,0.6894,0.0451,0.2768,0.6352,0.5981,0.0007,0.4696,198.86,142.18,118.84,173.37,0.0028,0.0019,2.6470,2.8679,4.2788,"1,473.67",29.27,16.86,0.0123,"16,635,888.2","1,436,374.5","15,336,760.3","10,077,846.0",0.0,"1,568,314.1",0.0,0.0,0.0,"19,370.7","1,139.0","43,507,378.7","1,568,314.1","1,568,314.1","34,997,846.9","10,077,846.0",36.9066,3.1866,34.0245,22.3576,0.0000,3.4793,0.0000,0.0000,0.0000,0.0430,0.0025,96.5207,3.4793,3.4793,77.6424,22.3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MT,30,"5,245.8","216,930,250.1","88,995,517.4","27,938,776.3","12,739,896.2","40,795.63","17,023.30","21,771.26","22,239,943.1","551,190.5","759,879.5","1,010.50",2.9204,2.6724,1.5585,"1,592.05",19.73,27.20,0.0362,0.3761,0.3826,0.2007,205.04,0.0047,4.4460,4.0686,2.3727,"2,423.78",30.04,41.41,0.0551,4.5027,2.5385,1.5812,4.4566,4.5570,2.6827,1.6260,4.5175,2.1753,10.4951,0.0270,2.3620,"2,395.33","4,014.37","7,579.52","2,434.88",0.0566,0.0553,0.3863,0.1400,0.1645,0.3776,0.3916,0.1500,0.1635,0.3841,0.1866,0.5788,0.0028,0.2001,205.49,221.39,788.35,206.32,0.0049,0.0047,3.4733,2.9329,6.1273,"2,760.93",75.25,50.35,0.0321,"17,823,338.8","413,990.7","36,066.8",0.0,"9,587,348.5","65,244.5",0.0,0.0,0.0,"12,787.2",0.0,"18,286,183.4","9,652,592.9","65,244.5","18,351,427.9","9,587,348.5",63.7943,1.4818,0.1291,0.0000,34.3156,0.2335,0.0000,0.0000,0.0000,0.0458,0.0000,65.4509,34.5491,0.2335,65.6844,34.3156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
